الملف	السطر	المجلد	القاعدة	النص	التصنيف	الإجراء
book/الجزء-الثاني/الباب-السادس/ف04-ب-الدرس-الثاني.md	143	6	رمز المثال	[م٢-ب٦-ف٤-مث٣٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٤-مث٣٠] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف04-ب-الدرس-الثاني.md	147	6	رمز المثال	[م٢-ب٦-ف٤-مث٣١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٤-مث٣١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف04-ب-الدرس-الثاني.md	151	6	رمز المثال	[م٢-ب٦-ف٤-مث٣٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٤-مث٣٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	5	6	المستوى ن	المستوى ٥	يُصحّح	المستوى 6
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	162	6	رمز المثال	[م٢-ب٦-ف٥-مث١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	166	6	رمز المثال	[م٢-ب٦-ف٥-مث٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	170	6	رمز المثال	[م٢-ب٦-ف٥-مث٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث٣] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	174	6	رمز المثال	[م٢-ب٦-ف٥-مث٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث٤] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	178	6	رمز المثال	[م٢-ب٦-ف٥-مث٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث٥] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	182	6	رمز المثال	[م٢-ب٦-ف٥-مث٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث٦] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	186	6	رمز المثال	[م٢-ب٦-ف٥-مث٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث٧] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	190	6	رمز المثال	[م٢-ب٦-ف٥-مث٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث٨] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	194	6	رمز المثال	[م٢-ب٦-ف٥-مث٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث٩] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	198	6	رمز المثال	[م٢-ب٦-ف٥-مث١٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث١٠] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	202	6	رمز المثال	[م٢-ب٦-ف٥-مث١١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث١١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-أ-المدخل-والدرس-الأول.md	206	6	رمز المثال	[م٢-ب٦-ف٥-مث١٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث١٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-ب-الدرس-الثاني.md	54	6	رمز المثال	[م٢-ب٦-ف٥-مث١٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث١٣] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-ب-الدرس-الثاني.md	58	6	رمز المثال	[م٢-ب٦-ف٥-مث١٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث١٤] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-ب-الدرس-الثاني.md	64	6	رمز المثال	[م٢-ب٦-ف٥-مث١٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث١٥] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-ب-الدرس-الثاني.md	68	6	رمز المثال	[م٢-ب٦-ف٥-مث١٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث١٦] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-ب-الدرس-الثاني.md	72	6	رمز المثال	[م٢-ب٦-ف٥-مث١٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث١٧] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-ب-الدرس-الثاني.md	76	6	رمز المثال	[م٢-ب٦-ف٥-مث١٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٥-مث١٨] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف05-ب-الدرس-الثاني.md	111	6	إحالة	انظر الباب الأول، الفصل الأول	يُصحّح	يُزاد المجلد: «في المجلد 1، …»
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	5	6	المستوى ن	المستوى ٥	يُصحّح	المستوى 6
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	191	6	رمز المثال	[م٢-ب٦-ف٦-مث١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	195	6	رمز المثال	[م٢-ب٦-ف٦-مث٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	199	6	رمز المثال	[م٢-ب٦-ف٦-مث٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	209	6	رمز المثال	[م٢-ب٦-ف٦-مث٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٤] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	213	6	رمز المثال	[م٢-ب٦-ف٦-مث٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٥] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	217	6	رمز المثال	[م٢-ب٦-ف٦-مث٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٦] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	225	6	رمز المثال	[م٢-ب٦-ف٦-مث٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٧] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	229	6	رمز المثال	[م٢-ب٦-ف٦-مث٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٨] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	237	6	رمز المثال	[م٢-ب٦-ف٦-مث٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٩] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	241	6	رمز المثال	[م٢-ب٦-ف٦-مث١٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١٠] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	245	6	رمز المثال	[م٢-ب٦-ف٦-مث١١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	255	6	رمز المثال	[م٢-ب٦-ف٦-مث١٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	259	6	رمز المثال	[م٢-ب٦-ف٦-مث١٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١٣] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	267	6	رمز المثال	[م٢-ب٦-ف٦-مث١٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١٤] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	271	6	رمز المثال	[م٢-ب٦-ف٦-مث١٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١٥] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	294	6	رمز المثال	[م٢-ب٦-ف٦-مث١٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١٦] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	298	6	رمز المثال	[م٢-ب٦-ف٦-مث١٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١٧] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	302	6	رمز المثال	[م٢-ب٦-ف٦-مث١٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١٨] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	306	6	رمز المثال	[م٢-ب٦-ف٦-مث١٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث١٩] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	312	6	رمز المثال	[م٢-ب٦-ف٦-مث٢٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢٠] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	316	6	رمز المثال	[م٢-ب٦-ف٦-مث٢١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	320	6	رمز المثال	[م٢-ب٦-ف٦-مث٢٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	347	6	رمز المثال	[م٢-ب٦-ف٦-مث٢٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢٣] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	351	6	رمز المثال	[م٢-ب٦-ف٦-مث٢٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢٤] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	355	6	رمز المثال	[م٢-ب٦-ف٦-مث٢٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢٥] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	377	6	رمز المثال	[م٢-ب٦-ف٦-مث٢٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢٦] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	381	6	رمز المثال	[م٢-ب٦-ف٦-مث٢٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢٧] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	385	6	رمز المثال	[م٢-ب٦-ف٦-مث٢٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢٨] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	120	6	رمز المثال	[م٢-ب٦-ف٦-مث٢٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٢٩] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	124	6	رمز المثال	[م٢-ب٦-ف٦-مث٣٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣٠] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	128	6	رمز المثال	[م٢-ب٦-ف٦-مث٣١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	136	6	رمز المثال	[م٢-ب٦-ف٦-مث٣٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	140	6	رمز المثال	[م٢-ب٦-ف٦-مث٣٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣٣] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	144	6	رمز المثال	[م٢-ب٦-ف٦-مث٣٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣٤] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	147	6	رمز المثال	[م٢-ب٦-ف٦-مث٣٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣٥] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	156	6	رمز المثال	[م٢-ب٦-ف٦-مث٣٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣٦] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	160	6	رمز المثال	[م٢-ب٦-ف٦-مث٣٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣٧] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	164	6	رمز المثال	[م٢-ب٦-ف٦-مث٣٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣٨] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	174	6	رمز المثال	[م٢-ب٦-ف٦-مث٣٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٣٩] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	178	6	رمز المثال	[م٢-ب٦-ف٦-مث٤٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٤٠] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	182	6	رمز المثال	[م٢-ب٦-ف٦-مث٤١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٤١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	296	6	إحالة	في الباب الأول	يُصحّح	يُزاد المجلد: «في المجلد 1، …»
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	313	6	رمز المثال	[م٢-ب٦-ف٦-مث٤٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٤٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	317	6	رمز المثال	[م٢-ب٦-ف٦-مث٤٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٤٣] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	327	6	رمز المثال	[م٢-ب٦-ف٦-مث٤٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٤٤] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	331	6	رمز المثال	[م٢-ب٦-ف٦-مث٤٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٤٥] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف06-ب-الدرس-الثاني.md	335	6	رمز المثال	[م٢-ب٦-ف٦-مث٤٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٦-مث٤٦] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	5	6	المستوى ن	المستوى ٥	يُصحّح	المستوى 6
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	171	6	رمز المثال	[م٢-ب٦-ف٧-مث١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	175	6	رمز المثال	[م٢-ب٦-ف٧-مث٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	179	6	رمز المثال	[م٢-ب٦-ف٧-مث٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٣] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	183	6	رمز المثال	[م٢-ب٦-ف٧-مث٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٤] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	187	6	رمز المثال	[م٢-ب٦-ف٧-مث٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٥] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	191	6	رمز المثال	[م٢-ب٦-ف٧-مث٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٦] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	208	6	رمز المثال	[م٢-ب٦-ف٧-مث٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٧] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	211	6	رمز المثال	[م٢-ب٦-ف٧-مث٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٨] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	215	6	رمز المثال	[م٢-ب٦-ف٧-مث٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٩] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	219	6	رمز المثال	[م٢-ب٦-ف٧-مث١٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١٠] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	230	6	رمز المثال	[م٢-ب٦-ف٧-مث١١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	234	6	رمز المثال	[م٢-ب٦-ف٧-مث١٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	238	6	رمز المثال	[م٢-ب٦-ف٧-مث١٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١٣] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	242	6	رمز المثال	[م٢-ب٦-ف٧-مث١٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١٤] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	246	6	رمز المثال	[م٢-ب٦-ف٧-مث١٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١٥] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	250	6	رمز المثال	[م٢-ب٦-ف٧-مث١٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١٦] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	254	6	رمز المثال	[م٢-ب٦-ف٧-مث١٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١٧] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	258	6	رمز المثال	[م٢-ب٦-ف٧-مث١٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١٨] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	262	6	رمز المثال	[م٢-ب٦-ف٧-مث١٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث١٩] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	264	6	رمز المثال	[م٢-ب٦-ف٧-مث٢٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٢٠] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	270	6	إحالة	في الباب الثاني	يُصحّح	يُزاد المجلد: «في المجلد 2، …»
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	288	6	رمز المثال	[م٢-ب٦-ف٧-مث٢١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٢١] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	292	6	رمز المثال	[م٢-ب٦-ف٧-مث٢٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٢٢] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	296	6	رمز المثال	[م٢-ب٦-ف٧-مث٢٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٢٣] (يُحوَّل عند الإخراج)
book/الجزء-الثاني/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	300	6	رمز المثال	[م٢-ب٦-ف٧-مث٢٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٦-ف٧-مث٢٤] (يُحوَّل عند الإخراج)
